brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group
Mercedes,A-Class,Mercedes A-Class,210000.0,2022,1,160.0,0,hybrid,1.3,1,0,0,0,0,0,mercedes,Luxury
Alfa Romeo,Giulia,Alfa Romeo Giulia,92400.0,2018,1,197.0,0,petrol,2.0,0,1,1,1,0,0,alfa romeo,Other
Toyota,Sequoia,Toyota Sequoia,120000.0,2008,4,381.0,1,petrol,5.8,1,0,0,0,0,0,toyota,Budget
Hyundai,Santa Fe,Hyundai Santa Fe,92500.0,2017,1,192.0,1,petrol,2.4,1,1,1,0,0,0,hyundai,Budget
Skoda,Karoq,Skoda Karoq,82300.0,2018,2,115.0,0,petrol,1.0,0,1,1,0,1,1,skoda,Budget
Skoda,Karoq,Skoda Karoq,99000.0,2019,2,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget
Hyundai,i20,Hyundai i20,74000.0,2020,2,100.0,0,petrol,1.0,1,0,1,0,0,0,hyundai,Budget
Renault,Clio Estate,Renault Clio Estate,27800.0,2016,3,118.0,0,petrol,1.2,0,1,1,1,0,0,renault,Budget
Jeep,Compass,Jeep Compass,129000.0,2021,1,150.0,0,petrol,1.3,0,1,1,0,1,1,jeep,Other
Seat,Leon,Seat Leon,105000.0,2018,5,290.0,0,petrol,2.0,1,1,0,1,0,0,seat,Budget
Alfa Romeo,Mito,Alfa Romeo Mito / MITO,70000.0,2018,2,170.0,0,petrol,1.4,1,1,0,1,0,0,alfa romeo,Other
Audi,Q2,Audi Q2,86800.0,2017,1,150.0,0,petrol,1.4,1,1,1,0,0,0,audi,Luxury
Mercedes,Sprinter,Mercedes Sprinter commercial,195000.0,2021,1,143.0,0,diesel,2.1,1,0,1,0,1,1,mercedes,Luxury
Citroen,Berlingo,Citroen Berlingo 2nd generation (2008-2019),53000.0,2018,3,100.0,0,diesel,1.6,1,0,1,1,0,0,citroen,Other
Geely,Geely Geometry C,Geely - Geely Geometry C,156900.0,2024,1,204.0,0,electric,,0,1,0,1,0,0,geely,Other
Dodge,Ram,Dodge Ram short,189900.0,2022,1,370.0,1,petrol,6.7,1,0,0,0,0,0,dodge,Other
Nissan,Micra,Nissan Micra,40000.0,2018,1,80.0,0,petrol,1.2,1,0,0,0,0,0,nissan,Budget
Nissan,Qashqai,Nissan Qashqai,63000.0,2017,2,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Hyundai,Ioniq,Hyundai Ioniq,116900.0,2021,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget
Suzuki,Ignis,Suzuki Ignis,70000.0,2021,1,83.0,0,hybrid,1.2,0,1,1,0,0,0,suzuki,Budget
Hyundai,i10,Hyundai i10,72900.0,2021,1,84.0,0,petrol,1.2,1,1,1,0,0,0,hyundai,Budget
Mazda,3,Mazda 3,54900.0,2016,1,120.0,0,petrol,1.5,1,1,0,1,0,0,mazda,Other
Nissan,Qashqai,Nissan Qashqai,100000.0,2019,1,115.0,0,petrol,1.2,0,1,1,0,0,0,nissan,Budget
BMW,7 Series,BMW 7 Series,77000.0,2014,6,258.0,0,petrol,3.0,1,1,0,0,0,0,bmw,Luxury
Kia,Sportage,Kia Sportage,88000.0,2019,1,155.0,0,petrol,2.0,0,1,1,0,0,0,kia,Budget
Hyundai,Sonata Hybrid,Hyundai Sonata Hybrid,3000.0,2019,2,154.0,0,hybrid,2.0,0,1,1,0,1,1,hyundai,Budget
Kia,Picanto,Kia Picanto,79800.0,2022,1,84.0,0,petrol,1.2,0,1,1,0,0,0,kia,Budget
Chevrolet,Trax,Chevrolet Trax,44900.0,2017,1,140.0,0,electric,1.4,0,1,1,1,0,0,chevrolet,Budget
Nissan,X-Trail,Nissan X-Trail,115000.0,2020,2,150.0,1,diesel,1.7,0,1,1,1,0,0,nissan,Budget
Skoda,Octavia,Skoda Octavia,99800.0,2021,1,110.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,111900.0,2022,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget
Chevrolet,Trax,Chevrolet Trax,69000.0,2019,2,140.0,0,electric,1.4,1,1,1,0,0,0,chevrolet,Budget
Citroen,Berlingo,Citroen Berlingo 3rd generation (2018 onwards),79000.0,2020,1,130.0,0,diesel,1.5,1,0,1,1,0,0,citroen,Other
Lexus,RX350,Lexus RX350,25000.0,2007,5,276.0,1,petrol,3.5,1,1,0,0,0,0,lexus,Luxury
Nissan,Qashqai,Nissan Qashqai,43375.0,2015,3,115.0,0,petrol,1.2,1,1,0,1,0,0,nissan,Budget
Seres,SERES 3,SRS / SERES SERES 3,112000.0,2022,1,163.0,0,electric,,0,0,1,1,0,0,seres,Other
Chevrolet,Savanna,Chevrolet Savanna long,147000.0,2020,1,181.0,0,diesel,4.5,1,0,0,0,0,0,chevrolet,Budget
Citroen,Berlingo,Citroen Berlingo 2nd generation (2008-2019),65000.0,2019,1,100.0,0,diesel,1.6,1,0,1,1,0,0,citroen,Other
Chevrolet,Spark,Chevrolet Spark,42000.0,2017,2,98.0,0,electric,1.4,1,0,1,0,0,0,chevrolet,Budget
Volkswagen,Tiguan,Volkswagen Tiguan,200000.0,2022,1,190.0,1,petrol,2.0,0,0,1,0,1,1,volkswagen,Other
Subaru,Forester,Subaru Forester,42000.0,2011,3,150.0,1,petrol,2.0,1,0,0,0,0,0,subaru,Other
Audi,Q7,Audi Q7,216000.0,2018,2,374.0,1,hybrid,3.0,1,0,0,1,0,0,audi,Luxury
Toyota,Land Cruiser,Toyota Land Cruiser short,168000.0,2017,5,177.0,1,diesel,2.8,0,0,0,0,0,0,toyota,Budget
Toyota,Land Cruiser,Toyota Land Cruiser long,123000.0,2008,1,173.0,1,diesel,3.0,1,0,0,0,0,0,toyota,Budget
Alfa Romeo,Stelvio,Alfa Romeo Stelvio,140000.0,2018,3,200.0,1,petrol,2.0,1,1,1,0,0,0,alfa romeo,Other
Mitsubishi,Eclipse Cross,Mitsubishi Eclipse Cross,88000.0,2019,2,163.0,0,petrol,1.5,1,1,1,0,0,0,mitsubishi,Other
Subaru,Forester,Subaru Forester,45000.0,2012,3,150.0,1,petrol,2.0,1,0,0,0,0,0,subaru,Other
Opel,Insignia,Opel Insignia,18000.0,2012,3,220.0,0,petrol,2.0,1,0,0,0,0,0,opel,Other
Peugeot,3008,Peugeot 3008,98000.0,2019,1,130.0,0,diesel,1.5,0,1,1,1,0,0,peugeot,Other
Hyundai,Tucson,Hyundai Tucson,122900.0,2021,2,180.0,0,petrol,1.6,1,1,1,0,0,0,hyundai,Budget
Hyundai,Tucson,Hyundai Tucson,105000.0,2020,1,177.0,0,petrol,1.6,0,1,1,0,1,1,hyundai,Budget
Mercedes,GLE,Mercedes GLE,209900.0,2017,2,333.0,1,hybrid,3.0,0,1,0,1,0,0,mercedes,Luxury
Hyundai,Unknown,Hyundai and New,94000.0,2022,1,123.0,0,petrol,1.6,1,1,1,0,0,0,hyundai,Budget
Chevrolet,Trail Blazer,Chevrolet Trail Blazer,108000.0,2021,1,155.0,1,electric,1.3,1,1,1,0,0,0,chevrolet,Budget
Peugeot,3008,Peugeot 3008,104262.0,2017,1,165.0,0,petrol,1.6,0,1,1,1,0,0,peugeot,Other
Mazda,6,Mazda 6,152000.0,2022,1,195.0,0,petrol,2.5,0,1,1,0,1,1,mazda,Other
BMW,X6,BMW X6,13000.0,2018,3,381.0,1,diesel,3.0,0,1,1,0,1,1,bmw,Luxury
Peugeot,5008,Peugeot 5008,99000.0,2019,2,180.0,0,petrol,1.6,0,0,1,1,1,1,peugeot,Other
Skoda,Octavia,Skoda Octavia,87000.0,2020,1,150.0,0,petrol,1.5,1,0,0,0,0,0,skoda,Budget
SAIC,Marvel R,If. G. / MG Marvel R,199888.0,2024,1,180.0,0,electric,,0,0,1,1,0,0,saic,Other
Renault,Grand Scenic,Renault Grand Scenic,57000.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0,0,renault,Budget
Toyota,Yaris,Toyota Yaris,39900.0,2014,3,99.0,0,petrol,1.3,1,0,0,1,0,0,toyota,Budget
Renault,Megane Estate/ Grand Tour,Renault Megane Estate/ Grand Tour,71000.0,2021,1,116.0,0,diesel,1.5,1,0,1,0,0,0,renault,Budget
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,124000.0,2021,1,98.0,0,petrol,1.8,1,0,0,1,0,0,toyota,Budget
Mitsubishi,ASX,Mitsubishi ASX,92000.0,2022,1,150.0,0,petrol,2.0,0,1,1,1,0,0,mitsubishi,Other
Skoda,Citigo,Skoda Citigo / Citigo,31900.0,2018,3,60.0,0,petrol,1.0,0,1,1,1,0,0,skoda,Budget
Skoda,Octavia,Skoda Octavia,83000.0,2019,1,150.0,0,petrol,1.5,1,0,0,0,0,0,skoda,Budget
Suzuki,SX4 crossover,Suzuki SX4 crossover,29200.0,2014,2,118.0,0,petrol,1.6,1,0,0,0,0,0,suzuki,Budget
Hyundai,i20,Hyundai i20,14375.0,2010,2,126.0,0,petrol,1.6,1,1,0,0,0,0,hyundai,Budget
Mercedes,ML Class,Mercedes ML Class,89000.0,2011,3,272.0,1,petrol,3.5,1,1,0,0,0,0,mercedes,Luxury
Mazda,CX-5,Mazda CX-5,120000.0,2019,1,165.0,0,petrol,2.0,0,1,1,0,1,1,mazda,Other
Kia,CEED,Kia CEED / CEED,26000.0,2016,2,136.0,0,diesel,1.6,1,0,1,1,0,0,kia,Budget
Suzuki,Vitra,Suzuki Vitra,17000.0,2021,1,129.0,0,hybrid,1.4,1,0,0,0,0,0,suzuki,Budget
Mercedes,C-Class,Mercedes C-Class,232000.0,2020,1,211.0,0,hybrid,2.0,0,1,0,1,0,0,mercedes,Luxury
Hyundai,i30,Hyundai i30,28500.0,2013,2,135.0,0,petrol,1.6,1,1,0,0,0,0,hyundai,Budget
Nissan,Qashqai,Nissan Qashqai,94000.0,2020,2,115.0,0,diesel,1.5,0,1,1,1,0,0,nissan,Budget
Chevrolet,Captiva,Chevrolet Captiva,33000.0,2014,3,167.0,1,electric,2.4,1,1,0,0,0,0,chevrolet,Budget
Peugeot,3008,Peugeot 3008,105000.0,2020,1,130.0,0,petrol,1.2,0,1,0,1,1,1,peugeot,Other
Skoda,Kodiaq,Skoda Kodiaq,115000.0,2019,2,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget
Peugeot,3008,Peugeot 3008,79000.0,2018,1,120.0,0,diesel,1.6,0,1,1,1,0,0,peugeot,Other
Nissan,Qashqai,Nissan Qashqai,52375.0,2017,2,115.0,0,petrol,1.2,0,1,1,1,0,0,nissan,Budget
Jeep,Grand Cherokee,Jeep / Jeep Grand Cherokee,202000.0,2021,1,286.0,1,petrol,3.6,1,1,0,0,0,0,jeep,Other
Subaru,Impreza Turbo,Subaru Impreza Turbo,80000.0,2005,8,225.0,1,petrol,2.0,1,1,0,0,0,0,subaru,Other
Alfa Romeo,Giulietta,Alfa Romeo Giulietta,82000.0,2017,2,240.0,0,petrol,1.7,0,1,1,1,0,0,alfa romeo,Other
Cadillac,XT4,Cadillac XT4,194000.0,2022,2,,0,petrol,2.0,0,0,1,0,1,1,cadillac,Luxury
Hyundai,Tucson,Hyundai Tucson,103000.0,2021,1,156.0,0,petrol,2.0,1,1,1,0,0,0,hyundai,Budget
Renault,Megane Grand Coupe,Renault Megane Grand Coupe,65000.0,2020,1,116.0,0,diesel,1.5,0,1,1,1,0,0,renault,Budget
Seat,Arona,Seat Arona,76800.0,2021,1,110.0,0,petrol,1.0,0,1,1,0,1,1,seat,Budget
Audi,Q2,Audi Q2,85000.0,2017,1,150.0,0,petrol,1.4,0,1,1,0,1,1,audi,Luxury
Kia,CEED,Kia CEED / CEED,59900.0,2020,1,140.0,0,petrol,1.4,0,1,1,1,0,0,kia,Budget
Skoda,Scala,Skoda Scala,71000.0,2020,1,115.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget
Toyota,Hilux,Toyota Hilux 2X4,161000.0,2021,1,150.0,0,diesel,2.4,1,1,1,0,0,0,toyota,Budget
Renault,Grand Scenic,Renault Grand Scenic,79000.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0,0,renault,Budget
Hyundai,Santa Fe,Hyundai Santa Fe,59900.0,2013,2,192.0,1,petrol,2.4,1,1,0,0,0,0,hyundai,Budget
Audi,Q2,Audi Q2,90000.0,2018,3,,0,petrol,1.0,0,1,1,0,1,1,audi,Luxury
Kia,Soul,Kia Soul,6000.0,2013,3,140.0,0,petrol,1.6,1,1,0,0,0,0,kia,Budget
Tesla,Model 3,Tesla Model 3,183000.0,2021,1,498.0,1,electric,,1,0,0,1,0,0,tesla,Luxury
Jeep,Grand Cherokee,Jeep / Jeep Grand Cherokee,180000.0,2019,2,286.0,1,petrol,3.6,1,1,1,0,0,0,jeep,Other
Kia,Niro Hybrid,Kia Niro Hybrid,94000.0,2019,3,141.0,0,hybrid,1.6,0,1,1,0,0,0,kia,Budget
Toyota,Auris Hybrid,Toyota Auris Hybrid,65000.0,2018,2,99.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget
Mitsubishi,Atrage,Mitsubishi Atrage,19000.0,2015,5,80.0,0,petrol,1.2,1,1,0,0,0,0,mitsubishi,Other
Honda,Accord,Honda Accord,44000.0,2015,3,156.0,0,petrol,2.0,1,1,0,0,0,0,honda,Budget
Jeep,Compass,Jeep Compass,21800.0,2011,4,168.0,1,petrol,2.4,0,1,0,0,0,0,jeep,Other
Skoda,Kodiaq,Skoda Kodiaq,125000.0,2019,2,150.0,0,diesel,2.0,1,0,0,0,0,0,skoda,Budget
Chevrolet,Malibu,Chevrolet Malibu,21000.0,2014,2,259.0,0,electric,2.0,1,1,1,0,0,0,chevrolet,Budget
Alfa Romeo,Mito,Alfa Romeo Mito / MITO,45000.0,2016,2,170.0,0,petrol,1.4,1,1,0,1,0,0,alfa romeo,Other
Suzuki,Jimny,Suzuki Jimny,35000.0,2008,3,85.0,1,petrol,1.3,1,1,0,0,0,0,suzuki,Budget
Jeep,Grand Cherokee,Jeep / Jeep Grand Cherokee,116000.0,2014,3,241.0,1,diesel,3.0,0,0,0,0,0,0,jeep,Other
Ford,Edge,Ford Edge / EDGE,49900.0,2014,3,240.0,0,petrol,2.0,1,1,0,0,0,0,ford,Other
Mitsubishi,Pajero,Mitsubishi Pajero long,125000.0,2014,3,200.0,1,diesel,3.2,1,1,0,0,0,0,mitsubishi,Other
Chevrolet,Camaro,Chevrolet Camaro,195000.0,2021,2,275.0,0,electric,2.0,1,1,1,0,0,0,chevrolet,Budget
Mitsubishi,Pajero,Mitsubishi Pajero short,69000.0,2009,5,170.0,1,diesel,3.2,1,1,0,0,0,0,mitsubishi,Other
Skoda,Rapid,Skoda Rapid,27500.0,2013,3,122.0,0,petrol,1.4,1,0,0,1,0,0,skoda,Budget
Ford,Explorer,Ford Explorer,73825.0,2012,5,290.0,1,petrol,3.5,1,1,0,0,1,1,ford,Other
Dacia,Unknown,Dacia stabs,59900.0,2021,1,95.0,0,diesel,1.5,1,0,1,1,0,0,dacia,Budget
Mitsubishi,ASX,Mitsubishi ASX,75000.0,2018,2,150.0,0,petrol,2.0,1,1,1,0,0,0,mitsubishi,Other
Volkswagen,Passat,Volkswagen Passat,67000.0,2017,1,180.0,0,petrol,1.8,0,1,1,1,0,0,volkswagen,Other
Peugeot,3008,Peugeot 3008,118000.0,2020,1,130.0,0,diesel,1.5,0,1,1,0,1,1,peugeot,Other
Ford,Tourneo Connect,Ford Tourneo Connect long,20000.0,2006,3,90.0,0,diesel,1.8,1,0,0,0,0,0,ford,Other
Chevrolet,Captiva,Chevrolet Captiva,9500.0,2012,3,264.0,1,electric,3.0,1,1,0,0,0,0,chevrolet,Budget
Chevrolet,Malibu,Chevrolet Malibu,37000.0,2014,3,259.0,0,electric,2.0,1,1,1,0,0,0,chevrolet,Budget
Nissan,Qashqai,Nissan Qashqai,23000.0,2008,5,140.0,0,petrol,2.0,1,1,0,0,0,0,nissan,Budget
Skoda,Superb,Skoda Superb (2019 onwards),5000.0,2021,1,190.0,0,petrol,2.0,0,1,1,0,1,1,skoda,Budget
Skoda,Octavia,Skoda Octavia,57000.0,2017,3,180.0,0,petrol,1.8,1,1,0,1,0,0,skoda,Budget
Hyundai,Ioniq,Hyundai Ioniq,68000.0,2018,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget
Toyota,Corolla,Toyota Corolla,23000.0,2009,3,124.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget
BMW,X2,BMW X2,142300.0,2021,4,136.0,0,petrol,1.5,0,1,1,1,0,0,bmw,Luxury
Kia,Seltos,Kia Seltos,120000.0,2021,1,149.0,0,petrol,2.0,1,1,1,0,0,0,kia,Budget
Chevrolet,Blazer,Chevrolet Blazer (2019 and later),177000.0,2022,2,308.0,1,electric,3.6,0,1,1,0,0,0,chevrolet,Budget
Kia,Sportage,Kia Sportage,80925.0,2021,1,136.0,0,diesel,1.6,0,0,1,0,0,0,kia,Budget
Kia,Sorento,Kia Sorento,224000.0,2024,1,180.0,0,petrol,2.5,0,1,1,0,0,0,kia,Budget
Jeep,Compass,Jeep Compass,99900.0,2018,1,170.0,1,petrol,1.4,0,1,1,0,1,1,jeep,Other
Toyota,Corolla,Toyota Corolla,52900.0,2016,2,132.0,0,petrol,1.6,1,0,0,1,0,0,toyota,Budget
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,126031.0,2022,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget
Seat,Atka,Seat Atka,99000.0,2018,1,150.0,0,petrol,1.4,0,1,1,1,0,0,seat,Budget
Nissan,Qashqai,Nissan Qashqai,120000.0,2021,1,160.0,0,petrol,1.3,0,1,1,0,1,1,nissan,Budget
Fiat,500,Fiat 500,102900.0,2021,2,118.0,0,electric,,0,1,1,1,0,0,fiat,Budget
Hyundai,i30,Hyundai i30,23500.0,2014,6,135.0,0,petrol,1.6,1,1,0,0,0,0,hyundai,Budget
Nissan,Sentra,Nissan Sentra,59900.0,2019,1,130.0,0,petrol,1.8,1,1,1,0,0,0,nissan,Budget
Alfa Romeo,Stelvio,Alfa Romeo Stelvio,152600.0,2018,2,280.0,1,petrol,2.0,1,1,1,0,0,0,alfa romeo,Other
Volkswagen,Tiguan,Volkswagen Tiguan,185000.0,2023,1,190.0,1,petrol,2.0,1,0,0,0,0,0,volkswagen,Other
Hyundai,Ioniq,Hyundai Ioniq,83000.0,2018,2,141.0,0,hybrid,1.6,0,1,0,0,1,1,hyundai,Budget
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,94000.0,2021,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget
SsangYong,Rexton,Ssangyong Rexton,185000.0,2021,1,202.0,0,diesel,2.2,0,1,1,0,1,1,ssangyong,Other
Chevrolet,Traverse,Chevrolet Traverse,41000.0,2013,3,281.0,0,electric,3.6,1,0,0,0,0,0,chevrolet,Budget
Kia,Picanto,Kia Picanto,50000.0,2017,2,85.0,0,petrol,1.2,1,1,1,0,0,0,kia,Budget
Hyundai,Tucson,Hyundai Tucson,135000.0,2022,1,180.0,0,petrol,1.6,0,1,1,0,1,1,hyundai,Budget
Toyota,C-HR,Toyota C-HR,90000.0,2017,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,toyota,Budget
Mazda,2,Mazda 2,15800.0,2010,3,103.0,0,petrol,1.5,1,0,0,0,0,0,mazda,Other
Land Rover,Discovery Sport,Land Rover Discovery Sport,160000.0,2017,1,240.0,1,petrol,2.0,1,1,1,0,0,0,land rover,Luxury
Suzuki,Splash,Suzuki Splash,16000.0,2011,2,95.0,0,petrol,1.2,1,0,0,0,0,0,suzuki,Budget
Tesla,Model 3,Tesla Model 3,165000.0,2022,2,283.0,0,electric,,0,1,1,1,0,0,tesla,Luxury
Hyundai,Ioniq,Hyundai Ioniq,65000.0,2018,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget
Citroen,C3,Citroen C3,65300.0,2020,1,110.0,0,petrol,1.2,1,1,0,1,0,0,citroen,Other
Skoda,Octavia,Skoda Octavia,115000.0,2021,1,150.0,0,petrol,1.5,1,0,0,0,0,0,skoda,Budget
Hyundai,Elantra,Hyundai Elantra (2016 onwards),92000.0,2021,1,127.0,0,petrol,1.6,0,1,1,0,1,1,hyundai,Budget
Opel,Combo,Opel Combo,82000.0,2022,2,131.0,0,petrol,1.2,0,0,1,0,0,0,opel,Other
Kia,Sportage,Kia Sportage,60000.0,2016,3,132.0,0,petrol,1.6,1,1,1,0,0,0,kia,Budget
Kia,Picanto,Kia Picanto,62500.0,2019,0,84.0,0,petrol,1.2,0,0,1,0,0,0,kia,Budget
Nissan,Qashqai,Nissan Qashqai,79900.0,2019,1,159.0,0,petrol,1.3,0,1,1,1,0,0,nissan,Budget
Chevrolet,Spark,Chevrolet Spark,55000.0,2021,1,98.0,0,electric,1.4,1,1,1,0,0,0,chevrolet,Budget
Mitsubishi,ASX,Mitsubishi ASX,66000.0,2020,2,150.0,0,petrol,2.0,0,1,1,0,0,0,mitsubishi,Other
Mercedes,GLC-Class Coupe,Mercedes GLC-Class Coupe,199000.0,2017,1,,1,petrol,2.0,0,1,1,0,1,1,mercedes,Luxury
Skoda,Superb,Skoda Superb (2019 onwards),7500.0,2020,2,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget
Kia,Sorento,Kia Sorento,122800.0,2018,2,200.0,1,diesel,2.2,0,1,1,0,1,1,kia,Budget
Dacia,Jogger,Dacia Jogger,88000.0,2022,1,110.0,0,petrol,1.0,0,1,1,1,0,0,dacia,Budget
Toyota,Corolla,Toyota Corolla,27500.0,2009,4,124.0,0,petrol,1.6,1,0,0,0,0,0,toyota,Budget
Mazda,3,Mazda 3,2500.0,2009,3,105.0,0,petrol,1.6,1,0,0,0,0,0,mazda,Other
Skoda,Octavia,Skoda Octavia,103500.0,2020,2,150.0,0,petrol,1.5,1,0,0,0,0,0,skoda,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,60000.0,2014,2,150.0,1,petrol,2.0,1,1,0,1,0,0,mitsubishi,Other
Kia,Picanto,Kia Picanto,60000.0,2019,2,84.0,0,petrol,1.2,1,0,1,0,0,0,kia,Budget
Cadillac,CTS,Cadillac CTS,100000.0,2010,4,564.0,0,petrol,6.2,1,1,0,0,0,0,cadillac,Luxury
DS,DS7 Crossback,DS / DS DS7 Crossback / Crossback,220000.0,2021,1,200.0,0,hybrid,1.6,1,0,0,1,0,0,ds,Other
Nissan,Qashqai,Nissan Qashqai,22500.0,2009,2,140.0,0,petrol,2.0,1,1,0,0,0,0,nissan,Budget
Cupra,Formentor,Copra formentor,230000.0,2023,1,310.0,1,petrol,2.0,1,0,1,0,1,1,cupra,Other
Toyota,Corolla,Toyota Corolla,51999.0,2016,3,132.0,0,petrol,1.6,1,0,0,1,0,0,toyota,Budget
Mercedes,GLA,Mercedes GLA,81900.0,2014,2,156.0,0,petrol,1.6,1,1,1,0,0,0,mercedes,Luxury
Ora,Funky Cat,Ora / Ora Funky Cat,135000.0,2023,1,171.0,0,electric,,1,0,0,0,0,0,ora,Other
Alfa Romeo,Stelvio,Alfa Romeo Stelvio,182000.0,2020,2,200.0,1,petrol,2.0,1,1,1,0,0,0,alfa romeo,Other
Mitsubishi,Outlander,Mitsubishi Outlander,22000.0,2010,2,170.0,1,petrol,2.4,1,1,0,0,0,0,mitsubishi,Other
Kia,Sportage,Kia Sportage,118000.0,2021,1,177.0,0,petrol,1.6,0,1,1,0,1,1,kia,Budget
Volkswagen,Touareg,Volkswagen Touareg,49000.0,2011,2,280.0,1,petrol,3.6,1,1,0,0,0,0,volkswagen,Other
Suzuki,Splash,Suzuki Splash,16000.0,2014,2,95.0,0,petrol,1.2,1,0,0,1,0,0,suzuki,Budget
Chevrolet,Traverse,Chevrolet Traverse,69900.0,2015,2,281.0,1,electric,3.6,0,1,1,0,0,0,chevrolet,Budget
Hyundai,Ioniq,Hyundai Ioniq,96900.0,2021,0,141.0,0,hybrid,1.6,0,1,1,0,1,1,hyundai,Budget
Alfa Romeo,Stelvio,Alfa Romeo Stelvio,182900.0,2022,1,200.0,1,petrol,2.0,0,1,1,0,1,1,alfa romeo,Other
Chevrolet,Spark,Chevrolet Spark,66560.0,2020,1,98.0,0,electric,1.4,0,1,1,0,0,0,chevrolet,Budget
Hyundai,Unknown,Hyundai and New,78000.0,2021,1,123.0,0,petrol,1.6,1,1,1,0,0,0,hyundai,Budget
Nissan,X-Trail,Nissan X-Trail,84000.0,2020,1,150.0,0,diesel,1.7,0,1,1,1,0,0,nissan,Budget
Skoda,Superb,Skoda Superb (2019 onwards),118000.0,2021,1,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget
Renault,Capture,Renault Capture,52000.0,2019,3,90.0,0,diesel,1.5,0,1,1,1,0,0,renault,Budget
Peugeot,3008,Peugeot 3008,79000.0,2020,1,130.0,0,diesel,1.5,0,0,1,0,0,0,peugeot,Other
Porsche,Cayenne,Porsche Cayenne,124900.0,2014,5,245.0,1,diesel,3.0,0,1,0,0,0,0,porsche,Luxury
Seat,Ibiza,seat Ibiza,53000.0,2016,1,110.0,0,petrol,1.0,0,1,0,1,0,0,seat,Budget
Mazda,CX-5,Mazda CX-5,65000.0,2016,2,165.0,0,petrol,2.0,1,1,0,1,0,0,mazda,Other
Kia,Sportage,Kia Sportage,85900.0,2021,1,136.0,1,diesel,1.6,0,1,1,0,0,0,kia,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,10000.0,2020,1,150.0,0,petrol,2.0,0,1,1,0,1,1,mitsubishi,Other
SAIC,EHS PHEV,If. G. / MG EHS PHEV,149000.0,2023,1,258.0,0,hybrid,1.5,0,1,0,0,1,1,saic,Other
Infiniti,Infiniti EX37,Infiniti QX50 / EX37,10000.0,2023,1,268.0,0,petrol,2.0,1,1,1,0,0,0,infiniti,Other
Kia,Stonic,Kia Stonic,68400.0,2018,1,120.0,0,petrol,1.0,0,1,1,1,0,0,kia,Budget
Skoda,Superb,Skoda Superb (2019 onwards),212425.0,2022,1,156.0,0,hybrid,1.4,1,1,1,0,0,0,skoda,Budget
Toyota,City,Toyota City,138000.0,2022,1,102.0,0,diesel,1.5,1,0,1,1,0,0,toyota,Budget
Hyundai,Tucson,Hyundai Tucson,108000.0,2019,1,177.0,0,petrol,1.6,0,1,1,0,1,1,hyundai,Budget
Alfa Romeo,Stelvio,Alfa Romeo Stelvio,220000.0,2022,1,200.0,1,petrol,2.0,0,1,1,0,1,1,alfa romeo,Other
Kia,Sorento,Kia Sorento,79500.0,2015,1,188.0,0,petrol,2.4,1,1,1,0,0,0,kia,Budget
Volkswagen,Jetta,Volkswagen Jetta,20000.0,2009,2,122.0,0,petrol,1.4,1,0,0,0,0,0,volkswagen,Other
Renault,Grand Scenic,Renault Grand Scenic,39000.0,2016,1,110.0,0,diesel,1.5,1,1,0,1,0,0,renault,Budget
Fiat,Ducato,Fiat Ducato long,35000.0,2013,1,157.0,0,diesel,3.0,1,0,0,0,0,0,fiat,Budget
Chevrolet,Vivant,Chevrolet Vivant,15000.0,2008,2,121.0,0,electric,2.0,0,0,0,0,0,0,chevrolet,Budget
Hyundai,Tucson,Hyundai Tucson,85000.0,2020,3,155.0,0,petrol,2.0,1,1,1,0,0,0,hyundai,Budget
Suzuki,Jimny,Suzuki Jimny,145000.0,2022,1,102.0,1,petrol,1.5,1,1,1,0,0,0,suzuki,Budget
Skoda,Octavia,Skoda Octavia,58000.0,2019,2,115.0,0,petrol,1.0,0,1,1,0,1,1,skoda,Budget
